
Шаг h = 1
Метод Эйлера:
x		Приближенное y	Точное y		Разница
12.00000	0.00000	0.00000	0.00000
13.00000	1728.00000	2197.00000	-469.00000
14.00000	4432.00000	5488.00000	-1056.00000
15.00000	8352.00000	10125.00000	-1773.00000
16.00000	13752.00000	16384.00000	-2632.00000
17.00000	20920.00000	24565.00000	-3645.00000

Улучшенный метод Эйлера:
x		Приближенное y	Точное y		Разница
12.00000	0.00000	0.00000	0.00000
13.00000	2216.00000	2197.00000	19.00000
14.00000	5528.00000	5488.00000	40.00000
15.00000	10188.00000	10125.00000	63.00000
16.00000	16472.00000	16384.00000	88.00000
17.00000	24680.00000	24565.00000	115.00000

Шаг h = 0.1
Метод Эйлера:
x		Приближенное y	Точное y		Разница
12.00000	0.00000	0.00000	0.00000
12.10000	172.80000	177.15610	-4.35610
12.20000	354.34840	363.16960	-8.82120
12.30000	544.86360	558.26010	-13.39650
12.40000	744.56640	762.64960	-18.08320
12.50000	953.68000	976.56250	-22.88250
12.60000	1172.43000	1200.22560	-27.79560
12.70000	1401.04440	1433.86810	-32.82370
12.80000	1639.75360	1677.72160	-37.96800
12.90000	1888.79040	1932.02010	-43.22970
13.00000	2148.39000	2197.00000	-48.61000
13.10000	2418.79000	2472.90010	-54.11010
13.20000	2700.23040	2759.96160	-59.73120
13.30000	2992.95360	3058.42810	-65.47450
13.40000	3297.20440	3368.54560	-71.34120
13.50000	3613.23000	3690.56250	-77.33250
13.60000	3941.28000	4024.72960	-83.44960
13.70000	4281.60640	4371.30010	-89.69370
13.80000	4634.46360	4730.52960	-96.06600
13.90000	5000.10840	5102.67610	-102.56770
14.00000	5378.80000	5488.00000	-109.20000
14.10000	5770.80000	5886.76410	-115.96410
14.20000	6176.37240	6299.23360	-122.86120
14.30000	6595.78360	6725.67610	-129.89250
14.40000	7029.30240	7166.36160	-137.05920
14.50000	7477.20000	7621.56250	-144.36250
14.60000	7939.75000	8091.55360	-151.80360
14.70000	8417.22840	8576.61210	-159.38370
14.80000	8909.91360	9077.01760	-167.10400
14.90000	9418.08640	9593.05210	-174.96570
15.00000	9942.03000	10125.00000	-182.97000
15.10000	10482.03000	10673.14810	-191.11810
15.20000	11038.37440	11237.78560	-199.41120
15.30000	11611.35360	11819.20410	-207.85050
15.40000	12201.26040	12417.69760	-216.43720
15.50000	12808.39000	13033.56250	-225.17250
15.60000	13433.04000	13667.09760	-234.05760
15.70000	14075.51040	14318.60410	-243.09370
15.80000	14736.10360	14988.38560	-252.28200
15.90000	15415.12440	15676.74810	-261.62370
16.00000	16112.88000	16384.00000	-271.12000
